model,domain,score,ratio,our_id,our_instruction,osworld_id,osworld_instruction
bge-large-en-v1.5,chrome,0.6527,0.9124,info_sustainability,Open TravelHub's Sustainability information page.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
bge-large-en-v1.5,vlc,0.6516,0.9951,vlc_shuffle_by_default,Make VLC play the playlist in random order by default.,59f21cfb-0120-4326-b255-a5b827b38967,Could you play the music video that's saved on my desktop for me via vlc?
uae-large-v1,gimp,0.6514,0.954,gimp_add_layer_mask_black,"Attach a layer mask to this layer, and start it fully transparent rather than opaque.",2a729ded-3296-423d-aec4-7dd55ed5fbb3,Could you make the background of this image transparent for me?
bge-large-en-v1.5,chrome,0.6512,0.9728,multicity_three_segments,"Plan a multi-city trip with three flights: London to Paris, Paris to Rome, and Rome to Amsterdam. Add the flight segments and fill them in, but do not search yet.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,gimp,0.6508,0.9214,gimp_alpha_channel_erase,"Add an alpha channel to this layer, then erase a chunk of the corner so the checkerboard transparency shows through.",b148e375-fe0b-4bec-90e7-38632b0d73c2,Could you assist me in adding a new layer and naming it 'Square'?
uae-large-v1,gimp,0.6503,0.8942,gimp_toolbox_logo_off,That GIMP logo sitting in the empty part of the toolbox is wasted space for me — get rid of it.,d52d6308-ec58-42b7-a2c9-de80e4837b2b,Could you help me remove the dock on the left side of the screen in the GIMP?
bge-large-en-v1.5,gimp,0.6498,0.9632,gimp_levels_adjustment,Open the Levels dialog and drag the black-point slider in from the left until the shadows are properly deep and black.,7767eef2-56a3-4cea-8c9f-48c070c7d65b,Please help change GIMP's theme from dark to light.
bge-large-en-v1.5,chrome,0.6464,0.8546,taxi_search_lhr_3pax,Search for an airport taxi from LHR to Central London for 3 passengers.,f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,vlc,0.6462,0.9349,vlc_disable_hw_decoding,Turn off hardware-accelerated video decoding.,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
bge-large-en-v1.5,gimp,0.6458,0.8669,gimp_toolbox_logo_off,That GIMP logo sitting in the empty part of the toolbox is wasted space for me — get rid of it.,d52d6308-ec58-42b7-a2c9-de80e4837b2b,Could you help me remove the dock on the left side of the screen in the GIMP?
uae-large-v1,vlc,0.6451,0.9916,vlc_edit_track_metadata,"Open the media information for this track and edit the title to ""My Track"", then save it.",8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89,Help me modify the folder used to store my recordings to Desktop
uae-large-v1,gimp,0.6446,0.9291,gimp_layer_preview_large,The layer thumbnails are too small to make out — set them to large.,d16c99dc-2a1e-46f2-b350-d97c86c85c15,Could you assist me with resizing the dog layer of an image? I need to adjust the height to 512 pixels while maintaining the original aspect ratio?
uae-large-v1,vlc,0.6444,0.8862,vlc_snapshot_prefix_shot,"Change the filename prefix VLC uses for snapshots to ""shot"" instead of the default.",8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89,Help me modify the folder used to store my recordings to Desktop
uae-large-v1,gimp,0.6441,0.9857,gimp_selection_grow_10,"Select the whole image, then expand the selection outward by 10 pixels.",2e6f678f-472d-4c55-99cc-8e7c5c402a71,"Please batch process all images on the desktop by increasing their brightness to 50, instead of adjusting them individually within GIMP."
bge-large-en-v1.5,vlc,0.6429,0.9946,vlc_spatializer_on,Turn on the spatializer audio effect.,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
uae-large-v1,vlc,0.6405,0.991,vlc_global_volume_hotkey,"Could you set up a global keyboard shortcut for adjusting the volume, so it works even when another window is focused?",a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,gimp,0.6386,0.996,gimp_canvas_size_white_fill,"Enlarge the canvas, fill the new margin with white, and resize all layers to match.",d16c99dc-2a1e-46f2-b350-d97c86c85c15,Could you assist me with resizing the dog layer of an image? I need to adjust the height to 512 pixels while maintaining the original aspect ratio?
bge-large-en-v1.5,chrome,0.6386,0.9999,currency_switch_eur,Switch the site currency to Euros.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
uae-large-v1,vlc,0.6361,0.9899,vlc_headphone_surround,Turn on VLC's headphone virtual surround effect.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.6356,0.9371,multicity_three_segments,"Plan a multi-city trip with three flights: London to Paris, Paris to Rome, and Rome to Amsterdam. Add the flight segments and fill them in, but do not search yet.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,gimp,0.6356,0.9046,gimp_levels_adjustment,Open the Levels dialog and drag the black-point slider in from the left until the shadows are properly deep and black.,7767eef2-56a3-4cea-8c9f-48c070c7d65b,Please help change GIMP's theme from dark to light.
bge-large-en-v1.5,vlc,0.6349,0.9142,vlc_marquee_overlay_text,"Turn on the marquee text overlay and set its text to ""Preview"".",fba2c100-79e8-42df-ae74-b592418d54f4,"Snap a photo of the current video scene, save it as 'interstellar.png', and put it on the Desktop, please."
bge-large-en-v1.5,chrome,0.6336,0.963,hotel_open_detail,Open the detail page of one of the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,gimp,0.6331,0.9089,gimp_pointer_crosshair,"Change the pointer so it shows only a crosshair, with no tool icon.",d52d6308-ec58-42b7-a2c9-de80e4837b2b,Could you help me remove the dock on the left side of the screen in the GIMP?
uae-large-v1,gimp,0.6309,0.9945,gimp_merge_visible_clip,"Merge the visible layers, clipping the result to the image rather than expanding it.",2a729ded-3296-423d-aec4-7dd55ed5fbb3,Could you make the background of this image transparent for me?
bge-large-en-v1.5,chrome,0.6288,0.8326,trips_status_filter_cancelled,Switch the trips list to show only the cancelled bookings.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,gimp,0.6278,0.8815,gimp_group_layers,Select both layers and group them together into a single layer group.,b148e375-fe0b-4bec-90e7-38632b0d73c2,Could you assist me in adding a new layer and naming it 'Square'?
uae-large-v1,gimp,0.6276,0.9978,gimp_selection_feather_25,"Select the whole image, then soften the selection edge by 25 pixels.",06ca5602-62ca-47f6-ad4f-da151cde54cc,Could you help me set the image to Palette-Based?
uae-large-v1,chrome,0.627,0.8241,hotel_open_detail,Open the detail page of one of the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.6248,0.981,flight_business_cabin,Find business-class flights from Munich to Dubai on the 5th of next month.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,gimp,0.6239,0.9957,gimp_posterize_effect,"Posterize this image down to just 4 levels per channel for a flat, poster-like look.",2a729ded-3296-423d-aec4-7dd55ed5fbb3,Could you make the background of this image transparent for me?
bge-large-en-v1.5,gimp,0.6238,0.9342,gimp_gradient_fill_canvas,Use the Gradient tool to drag a blue-to-white gradient across the whole canvas.,06ca5602-62ca-47f6-ad4f-da151cde54cc,Could you help me set the image to Palette-Based?
bge-large-en-v1.5,chrome,0.6226,0.9031,help_search_refund,"In the Help Centre, search for 'refund' and open the article about when a refund is received.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.6217,0.9232,package_free_cancellation_filter,I might change my plans — only show me packages with free cancellation.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,vlc,0.6215,0.9876,vlc_subtitle_force_bold,Make subtitles always render in bold.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
uae-large-v1,chrome,0.6201,0.8621,help_search_cancel,"In the Help Centre, find the article about how to cancel a booking.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.6193,0.9877,altdate_cheapest,"On the flight results for London Heathrow to Paris (departing 2026-09-15), use the alternative dates to change your departure to the cheapest date shown.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.6157,0.8137,geo_hierarchy_italy_rome,"Starting from the country list, navigate to Italy, then to Rome, to reach the Rome hotel search.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,vlc,0.6131,0.9839,vlc_remap_snapshot_hotkey,Remap the take-snapshot shortcut to Ctrl+Alt+S.,fba2c100-79e8-42df-ae74-b592418d54f4,"Snap a photo of the current video scene, save it as 'interstellar.png', and put it on the Desktop, please."
uae-large-v1,vlc,0.6126,0.9834,vlc_spatializer_on,Turn on the spatializer audio effect.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
uae-large-v1,chrome,0.6124,0.7281,language_switch_french,Change the site language to French.,3720f614-37fd-4d04-8a6b-76f54f8c222d,"I am from the country of Atlantis, and my mother tongue is Xenothian. Please change the Google Chrome interface language to Xenothian using only Chrome’s built-in settings."
uae-large-v1,vlc,0.6115,0.9138,vlc_disable_hw_decoding,Turn off hardware-accelerated video decoding.,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
bge-large-en-v1.5,chrome,0.6115,0.8743,geo_hierarchy_italy_rome,"Starting from the country list, navigate to Italy, then to Rome, to reach the Rome hotel search.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.6114,0.9873,checkout_fill_email_stop,"On the London to Paris flight checkout page, fill in the email james.smith@gmail.com, but do not complete the booking.",6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
uae-large-v1,gimp,0.6079,0.9436,gimp_gradient_fill_canvas,Use the Gradient tool to drag a blue-to-white gradient across the whole canvas.,06ca5602-62ca-47f6-ad4f-da151cde54cc,Could you help me set the image to Palette-Based?
uae-large-v1,vlc,0.6041,0.9481,vlc_marquee_overlay_text,"Turn on the marquee text overlay and set its text to ""Preview"".",fba2c100-79e8-42df-ae74-b592418d54f4,"Snap a photo of the current video scene, save it as 'interstellar.png', and put it on the Desktop, please."
bge-large-en-v1.5,chrome,0.6029,0.9902,geo_hierarchy_spain_madrid,"From the country list, browse to Spain and then to Madrid.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,gimp,0.6007,0.9964,gimp_posterize_effect,"Posterize this image down to just 4 levels per channel for a flat, poster-like look.",2a729ded-3296-423d-aec4-7dd55ed5fbb3,Could you make the background of this image transparent for me?
uae-large-v1,chrome,0.6002,0.9862,altdate_cheapest,"On the flight results for London Heathrow to Paris (departing 2026-09-15), use the alternative dates to change your departure to the cheapest date shown.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,chrome,0.6002,0.9768,taxi_filter_luxury,Only show me the Luxury vehicles in these taxi results.,1704f00f-79e6-43a7-961b-cedd3724d5fd,"Find a large car from next Monday to Friday in Zurich, sorted by price."
bge-large-en-v1.5,vlc,0.598,0.9033,vlc_equalizer_rock_preset,Turn on the equalizer and switch it to the Rock preset.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
uae-large-v1,chrome,0.5975,0.9611,info_sustainability,Open TravelHub's Sustainability information page.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
bge-large-en-v1.5,vlc,0.5971,0.9765,vlc_subtitle_yellow,Change the subtitle text color to yellow.,d06f0d4d-2cd5-4ede-8de9-598629438c6e,"Can you change the color of the volume slider to black-ish color? I often use the player in a low-light environment, and a darker color scheme would be less straining on my eyes, especially during nighttime usage."
bge-large-en-v1.5,vlc,0.5897,0.98,vlc_replay_gain_track,My tracks are all at wildly different volumes — turn on per-track replay gain.,9195653c-f4aa-453d-aa95-787f6ccfaae9,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?
uae-large-v1,vlc,0.5886,0.9562,vlc_subtitle_force_bold,Make subtitles always render in bold.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
bge-large-en-v1.5,vlc,0.5876,0.9886,vlc_deinterlace_yadif,Turn on deinterlacing and set the method to Yadif.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.586,0.9393,taxi_search_lhr_3pax,Search for an airport taxi from LHR to Central London for 3 passengers.,f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,chrome,0.5852,0.9673,attraction_view_london_eye,Find the London Eye attraction listing in London and open its detail page.,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
uae-large-v1,chrome,0.5848,0.8987,taxi_filter_luxury,Only show me the Luxury vehicles in these taxi results.,1704f00f-79e6-43a7-961b-cedd3724d5fd,"Find a large car from next Monday to Friday in Zurich, sorted by price."
uae-large-v1,vlc,0.583,0.9842,vlc_remap_snapshot_hotkey,Remap the take-snapshot shortcut to Ctrl+Alt+S.,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
uae-large-v1,chrome,0.5801,0.9379,checkout_fill_email_stop,"On the London to Paris flight checkout page, fill in the email james.smith@gmail.com, but do not complete the booking.",da46d875-6b82-4681-9284-653b0c7ae241,"Book an appointment to apply for a transportation access pass at the Charlie Card store on the first Monday eight months later at any available time from 9:00 am to 12:00 pm, fill in my details (James Smith, james.smith@gmail.com). And do not click ""book"" directly. Let me review it."
uae-large-v1,chrome,0.5801,0.9884,geo_hierarchy_spain_madrid,"From the country list, browse to Spain and then to Madrid.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.5796,0.8883,package_filter_4star,I only want to stay somewhere nice — filter these packages down to 4-star hotels only.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,gimp,0.5796,0.8908,gimp_group_layers,Select both layers and group them together into a single layer group.,b148e375-fe0b-4bec-90e7-38632b0d73c2,Could you assist me in adding a new layer and naming it 'Square'?
uae-large-v1,gimp,0.5785,0.9201,gimp_pointer_crosshair,"Change the pointer so it shows only a crosshair, with no tool icon.",d52d6308-ec58-42b7-a2c9-de80e4837b2b,Could you help me remove the dock on the left side of the screen in the GIMP?
uae-large-v1,chrome,0.5733,0.9584,currency_switch_eur,Switch the site currency to Euros.,3720f614-37fd-4d04-8a6b-76f54f8c222d,"I am from the country of Atlantis, and my mother tongue is Xenothian. Please change the Google Chrome interface language to Xenothian using only Chrome’s built-in settings."
uae-large-v1,chrome,0.5723,0.9406,help_search_refund,"In the Help Centre, search for 'refund' and open the article about when a refund is received.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.5711,0.9587,package_filter_4star,I only want to stay somewhere nice — filter these packages down to 4-star hotels only.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,vlc,0.5699,0.9651,vlc_subtitle_yellow,Change the subtitle text color to yellow.,d06f0d4d-2cd5-4ede-8de9-598629438c6e,"Can you change the color of the volume slider to black-ish color? I often use the player in a low-light environment, and a darker color scheme would be less straining on my eyes, especially during nighttime usage."
bge-large-en-v1.5,chrome,0.5675,0.9759,trips_signin_email,Sign into the trips page using the email address alex.traveler@example.com.,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
uae-large-v1,chrome,0.566,0.8993,trips_status_filter_cancelled,Switch the trips list to show only the cancelled bookings.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
uae-large-v1,vlc,0.5654,0.968,vlc_deinterlace_yadif,Turn on deinterlacing and set the method to Yadif.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.564,0.9438,package_free_cancellation_filter,I might change my plans — only show me packages with free cancellation.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
uae-large-v1,vlc,0.564,0.9497,vlc_replay_gain_track,My tracks are all at wildly different volumes — turn on per-track replay gain.,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89,Help me modify the folder used to store my recordings to Desktop
uae-large-v1,vlc,0.5632,0.8665,vlc_equalizer_rock_preset,Turn on the equalizer and switch it to the Rock preset.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
bge-large-en-v1.5,chrome,0.56,0.9346,hotel_multi_filter_genius_review,Show hotels in Paris with Genius discounts enabled and a review score of Superb: 9+.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.5587,0.9883,trips_cancel_booking,Cancel my Grand Plaza Hotel booking.,99146c54-4f37-4ab8-9327-5f3291665e1e,Please help me set Chrome to delete my browsing data automatically every time I close the browser.
bge-large-en-v1.5,vlc,0.5557,0.9813,vlc_network_caching_1500,Streaming keeps stuttering — raise the network caching buffer to 1500 milliseconds.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
bge-large-en-v1.5,chrome,0.5554,0.9626,hotel_top_reviewed_open,Open the hotel with the highest number of reviews among the hotels listed for London.,a96b564e-dbe9-42c3-9ccf-b4498073438a,"In the FlightAware Discussions forum, navigate to the FlightAware > General category and open the topic with the most posts or replies."
uae-large-v1,chrome,0.5526,0.9605,trips_signin_email,Sign into the trips page using the email address alex.traveler@example.com.,da46d875-6b82-4681-9284-653b0c7ae241,"Book an appointment to apply for a transportation access pass at the Charlie Card store on the first Monday eight months later at any available time from 9:00 am to 12:00 pm, fill in my details (James Smith, james.smith@gmail.com). And do not click ""book"" directly. Let me review it."
bge-large-en-v1.5,vlc,0.5507,0.9925,vlc_subtitle_encoding_cp949,My Korean subtitles show up as broken characters — set the subtitle text encoding to CP949.,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6,"Hey, could you turn this video the right way up for me? And once it's flipped around, could you save it for me with the name '1984_Apple_Macintosh_Commercial.mp4' on the main screen where all my files are?"
bge-large-en-v1.5,chrome,0.5425,0.9652,trips_modify_checkin_date,"My Seaside Resort booking needs to move — change the check-in date to August 12, 2026.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.5403,0.9989,attraction_view_london_eye,Find the London Eye attraction listing in London and open its detail page.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.5396,0.8914,hotel_multi_filter_genius_review,Show hotels in Paris with Genius discounts enabled and a review score of Superb: 9+.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.5356,0.9749,trips_cancel_booking,Cancel my Grand Plaza Hotel booking.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.5326,0.9226,hotel_top_reviewed_open,Open the hotel with the highest number of reviews among the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,vlc,0.5178,0.945,vlc_network_caching_1500,Streaming keeps stuttering — raise the network caching buffer to 1500 milliseconds.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.496,0.9552,trips_modify_checkin_date,"My Seaside Resort booking needs to move — change the check-in date to August 12, 2026.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,vlc,0.4727,0.9973,vlc_subtitle_encoding_cp949,My Korean subtitles show up as broken characters — set the subtitle text encoding to CP949.,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6,"Hey, could you turn this video the right way up for me? And once it's flipped around, could you save it for me with the name '1984_Apple_Macintosh_Commercial.mp4' on the main screen where all my files are?"
